split,duplicate_group,group_size,document_id,source_row,class_index,category,title,description
train,116,2,AGN-TRAIN-066754,66754,4,sci_tech,REVIEW: Local PC Search Not Perfect (AP),"AP - If you want to find a needle of information in the seemingly endless haystack that is the Web, just punch a few words into your favorite Internet search engine. But if you want to pull up a file from your PC's hard drive, good luck."
train,116,2,AGN-TRAIN-068709,68709,4,sci_tech,Review: Local PC Search Not Perfect (AP),"AP - If you want to find a needle of information in the seemingly endless haystack that is the Web, just punch a few words into your favorite Internet search engine. But if you want to pull up a file from your PC's hard drive, good luck."
train,117,2,AGN-TRAIN-001236,1236,4,sci_tech,Rival Targets Apple's ITunes Customers (AP),"AP - For more than a year, Apple Computers Inc. enjoyed singular success selling songs exclusively to users of its iPod portable music player. Now, it's got rival RealNetworks Inc. trying to lure iTunes customers away."
train,117,2,AGN-TRAIN-002731,2731,4,sci_tech,Rival Targets Apple's iTunes Customers (AP),"AP - For more than a year, Apple Computers Inc. enjoyed singular success selling songs exclusively to users of its iPod portable music player. Now, it's got rival RealNetworks Inc. trying to lure iTunes customers away."
train,118,2,AGN-TRAIN-045138,45138,4,sci_tech,SanDisk Flashes New Memory Cards,"SanDisk this week announced a series of CF (CompactFlash) cards that double the read and write speeds of its fastest flash cards available today, as well as an 8GB version of its Ultra II CF Type 1 flash memory card."
train,118,2,AGN-TRAIN-048231,48231,4,sci_tech,SanDisk flashes new memory cards,"SanDisk this week announced a series of CF (CompactFlash) cards that double the read and write speeds of its fastest flash cards available today, as well as an 8GB version of its Ultra II CF Type 1 flash memory card."
train,119,2,AGN-TRAIN-081335,81335,4,sci_tech,Scientists Close in on Source of Cosmic Rays,An international team of astronomers believe they have solved a mystery that has been perplexing scientists for 100 years -- the origin of cosmic rays.
train,119,2,AGN-TRAIN-081758,81758,4,sci_tech,Scientists close in on source of cosmic rays,An international team of astronomers believe they have solved a mystery that has been perplexing scientists for 100 years -- the origin of cosmic rays.
train,120,2,AGN-TRAIN-064195,64195,4,sci_tech,Scientists: New planets may take longer,It may take much longer than scientists have thought for violent turbulence to turn grains of space dust into new planets. A NASA telescope recently discovered evidence that
train,120,2,AGN-TRAIN-069883,69883,4,sci_tech,Scientists: New Planets May Take Longer,It may take much longer than scientists have thought for violent turbulence to turn grains of space dust into new planets. A NASA telescope recently discovered evidence that
train,121,2,AGN-TRAIN-059912,59912,4,sci_tech,Smaller Can Be Better (Except When It's Not),Stores are stocked with an abundance of featherweight gadgets. But some of these tiny gadgets raise a new question: how small is too small?
train,121,2,AGN-TRAIN-060108,60108,4,sci_tech,Smaller Can Be Better (Except When It's Not),Stores are stocked with an abundance of featherweight gadgets. But some of these tiny gadgets raise a new question: How small is too small?
train,122,2,AGN-TRAIN-003809,3809,4,sci_tech,"Sony Unveils New Flat TVs, Aims to Boost Share",TOKYO (Reuters) - Electronics conglomerate Sony Corp. unveiled eight new flat-screen televisions on Thursday in a product push it hopes will help it secure a leading 35 percent of the domestic market in the key month of December.
train,122,2,AGN-TRAIN-004217,4217,4,sci_tech,"Sony Unveils New Flat TVs, Aims to Boost Share",TOKYO (Reuters) - Electronics conglomerate Sony Corp. unveiled eight new flat-screen televisions on Thursday in a product push it hopes will help it secure a leading 35 percent of the domestic market in the key month of December.
train,123,2,AGN-TRAIN-079472,79472,4,sci_tech,Study: FireFox still gaining on Internet Explorer,"Alternative Web browsers Mozilla and FireFox experienced another month of growth at the expense of Microsoft #39;s dominant Internet Explorer, according to an online study."
train,123,2,AGN-TRAIN-079606,79606,4,sci_tech,Study: Firefox still gaining on Internet Explorer,"Alternative Web browsers Mozilla and Firefox experienced another month of growth at the expense of Microsoft #39;s dominant Internet Explorer, according to an online study."
train,124,2,AGN-TRAIN-004854,4854,4,sci_tech,Stumbling over SP2,"People have Bill Gates all wrong. He doesn #39;t want to rule the world (or at least the computerized portion of it). And although he may secretly hope that all Linux source code spontaneously combusts, that isn #39;t his biggest wish."
train,124,2,AGN-TRAIN-006519,6519,4,sci_tech,Stumbling over SP2,"People have Bill Gates all wrong. He doesn #39;t want to rule the world (or at least the computerized portion of it). And although he may secretly hope that all Linux source code spontaneously combusts, that isn #39;t his biggest wish."
train,125,2,AGN-TRAIN-004913,4913,4,sci_tech,Stunt pilots to hook falling stardust sample,"A piece of the Sun is set to fall to Earth and be captured by Hollywood stunt pilots in a tricky mid-air manoeuvre, NASA announced on Thursday."
train,125,2,AGN-TRAIN-005960,5960,4,sci_tech,Stunt pilots to hook falling stardust sample,"A piece of the Sun is set to fall to Earth and be captured by Hollywood stunt pilots in a tricky mid-air manoeuvre, NASA announced on Thursday."
train,126,2,AGN-TRAIN-089833,89833,4,sci_tech,US to build wireless network for future warfare (AFP),"AFP - The Pentagon, which invented the precursor to the Internet 40 years ago, has laid the first connections for a secure, wireless information network that proponents say will fundamentally transform warfare, a US newspaper reported."
train,126,2,AGN-TRAIN-089884,89884,4,sci_tech,US to build wireless network for future warfare (AFP),"AFP - The Pentagon, which invented the precursor to the internet 40 years ago, has laid the first connections for a secure, wireless information network that proponents say will fundamentally transform warfare, a US newspaper reported."
train,127,2,AGN-TRAIN-088558,88558,4,sci_tech,"Vote Fraud Theories, Spread by Blogs, Are Quickly Buried","Some web logs were swift to provide dark theories about the presidential election, but others were just as quick to debunk them."
train,127,2,AGN-TRAIN-089667,89667,4,sci_tech,"Vote Fraud Theories, Spread by Blogs, Are Quickly Buried","Some Web logs were swift to provide dark theories about the presidential election, but others were just as quick to debunk them."
train,128,2,AGN-TRAIN-076355,76355,4,sci_tech,Voters checking out other sides #39; sites,Are right-leaning voters spending all their online time on Rushlimbaugh.com? Are left-leaning voters locked into the like-minded Talkingpointsmemo.
train,128,2,AGN-TRAIN-078597,78597,4,sci_tech,Voters Checking Out Other Sides #39; Sites,Are right-leaning voters spending all their online time on Rushlimbaugh.com? Are left-leaning voters locked into the like-minded Talkingpointsmemo.
train,129,2,AGN-TRAIN-005010,5010,4,sci_tech,Web Sites Agree to Be Accessible to Blind,"In one of the first enforcement actions of the Americans with Disabilities Act on the Internet, two major travel services have agreed to make sites more accessible to the blind and visually impaired."
train,129,2,AGN-TRAIN-006771,6771,4,sci_tech,Web sites agree to be accessible to blind,"In one of the first enforcement actions of the Americans with Disabilities Act on the Internet, two major travel services have agreed to make sites more accessible to the blind and visually impaired."
