document_id,category,dataset,scenario_code,scenario_name,text,word_count
KMP-05780,money,Kompas,K1,Title,setelah komisi platform ojol tinggal 8 persen,7
KMP-05781,money,Kompas,K1,Title,perang iran tekan ekonomi 27 negara cari akses cepat ke dana bank dunia,13
KMP-05782,bola,Kompas,K1,Title,hasil psm vs persib 1 2 igor tolic sorot gol krusial thom haye,13
KMP-05783,money,Kompas,K1,Title,ihsg murah usai msci depak 18 saham ojk ajak investor cermati peluang,12
KMP-05784,money,Kompas,K1,Title,bitcoin btc tembus 80 000 dollar as didorong sentimen etf dan geopolitik,12
KMP-05785,tekno,Kompas,K1,Title,ai rakitan menlu singapura dibuat pakai komputer mini,8
KMP-05786,bola,Kompas,K1,Title,casemiro dukung neymar masuk skuad brasil di piala dunia 2026 cadangan tidak masalah,13
KMP-05787,global,Kompas,K1,Title,3 prajuritnya gugur di lebanon indonesia desak pertemuan dewan keamanan pbb,11
KMP-05788,global,Kompas,K1,Title,iran kuras rudal pencegat as dan teluk efeknya bisa ke seluruh dunia,12
KMP-05789,global,Kompas,K1,Title,iran serang kelompok penyelundup senjata yang didukung as dan israel,10
KMP-05790,global,Kompas,K1,Title,paus leo xiv serukan gencatan senjata di timur tengah,9
KMP-05791,bola,Kompas,K1,Title,bung kus kupas posisi kritis madura united dan persis di papan bawah,12
KMP-05792,global,Kompas,K1,Title,uea keluar dari opec imbas perang iran kecewa dengan negara negara arab,12
KMP-05793,tekno,Kompas,K1,Title,hasil mpl s17 pekan keenam rrq pecah telur onic lolos ke playoff,12
KMP-05794,global,Kompas,K1,Title,pbb ungkap 3 tni di unifil gugur ditembak tank israel kena bom hizbullah,13
KMP-05795,bola,Kompas,K1,Title,profil fadly alberto sosok di balik sejarah indonesia di piala dunia u17,12
KMP-05796,global,Kompas,K1,Title,italia ngamuk usai pm meloni dihina presenter tv rusia panggil dubes moskwa,12
KMP-05797,money,Kompas,K1,Title,membatasi restitusi di tengah tekanan apbn,6
KMP-05798,money,Kompas,K1,Title,bsi tebar cashback hingga promo belanja bidik loyalitas 23 juta nasabah,11
KMP-05799,money,Kompas,K1,Title,kai catat 923 743 tiket terjual selama libur long weekend mei 2026,12
KMP-05800,tekno,Kompas,K1,Title,instagram rilis fitur edit urutan carousel bisa diubah setelah upload,10
KMP-05801,tekno,Kompas,K1,Title,atr prediksi penerbangan regional indonesia booming 2036,7
KMP-05802,bola,Kompas,K1,Title,jadwal turnamen bulu tangkis usai piala thomas uber ada polytron indonesia open 2026,13
KMP-05803,global,Kompas,K1,Title,nicolas maduro akan jalani sidang kedua di pengadilan as hari ini,11
KMP-05804,money,Kompas,K1,Title,bps catat pertumbuhan ekonomi indonesia 5 61 persen di kuartal i 2026,12
KMP-05805,global,Kompas,K1,Title,deretan percobaan pembunuhan trump terparah saat kampanye pemilu 2024,9
KMP-05806,global,Kompas,K1,Title,wikipedia terancam diblokir di indonesia wikimedia foundation bakal temui pemerintah,10
KMP-05807,bola,Kompas,K1,Title,kata kata arsene wenger setelah arsenal meraih gelar juara liga inggris,11
KMP-05808,money,Kompas,K1,Title,operasional kereta di sumut tetap normal meski listrik padam,9
KMP-05809,tekno,Kompas,K1,Title,saya sering pakai password ini padahal seharusnya dihindari,8
KMP-05810,bola,Kompas,K1,Title,agenda timnas futsal indonesia ladeni brasil pada april 2027,9
KMP-05811,global,Kompas,K1,Title,trump kirim 5 000 tentara ke polandia tapi minta sekutu lain tak bergantung pada as,15
KMP-05812,bola,Kompas,K1,Title,pidato perpisahan lewandowski usai skor barcelona vs real betis 3 1,11
KMP-05813,global,Kompas,K1,Title,hantavirus kecil kemungkinan jadi pandemi berikutnya ini sebabnya,8
KMP-05814,global,Kompas,K1,Title,siaga penuh inggris kirim jet tempur dan kapal perang ke selat hormuz,12
KMP-05815,bola,Kompas,K1,Title,ketika kelemahan man city terbongkar oleh everton,7
KMP-05816,bola,Kompas,K1,Title,akhir kisah guardiola dan man city 20 trofi tak ada yang abadi,12
KMP-05817,bola,Kompas,K1,Title,kylian mbappe vs cristiano ronaldo siapa unggul usai 100 laga di real madrid,13
KMP-05818,bola,Kompas,K1,Title,jadwal siaran langsung piala thomas uber 2026 tayang di mana,10
KMP-05819,global,Kompas,K1,Title,dampak perang iran maskapai kurangi kursi dan naikkan harga tiket pesawat,11
KMP-05820,money,Kompas,K1,Title,penerimaan pajak tumbuh 16 persen menkeu klaim ekonomi ri masih kuat,11
KMP-05821,bola,Kompas,K1,Title,piala dunia 2026 diramaikan pemain kepala empat ronaldo bukan tertua,10
KMP-05822,global,Kompas,K1,Title,trump lepas tangan soal selat hormuz 40 negara rapat darurat rancang strategi,12
KMP-05823,global,Kompas,K1,Title,sebut nato sebagai macan kertas trump pertimbangkan tarik keanggotaan as,10
KMP-05824,tekno,Kompas,K1,Title,20 tahun google translate skala terjemahannya setara 12 000 tahun bacaan,11
KMP-05825,global,Kompas,K1,Title,akui inflasi melonjak iran berikan subsidi untuk rumah tangga,9
KMP-05826,global,Kompas,K1,Title,jepang akhirnya terima minyak timur tengah lewati jalur alternatif,9
KMP-05827,tekno,Kompas,K1,Title,cara memindahkan whatsapp ke hp baru dengan nomor yang tidak aktif,11
KMP-05828,tekno,Kompas,K1,Title,smartphone ai dari chatgpt makin dekati kenyataan ini bocorannya,9
KMP-05829,global,Kompas,K1,Title,durian runtuh amerika,3
KMP-05830,money,Kompas,K1,Title,ekspor tuna ri masih didominasi bahan mentah potensi nilai tambah hilang 45 persen,13
KMP-05831,global,Kompas,K1,Title,gencatan senjata iran as di ambang keruntuhan saling serang di selat hormuz,12
KMP-05832,tekno,Kompas,K1,Title,pengakuan xiaomi soal hp tipis ala iphone air,8
KMP-05833,money,Kompas,K1,Title,tabel kur bsi mei 2026 terbaru pinjaman rp 1 juta rp 100 juta cek angsuran per bulan,17
KMP-05834,global,Kompas,K1,Title,dialog 2 jam israel dan lebanon akhirnya sepakat negosiasi langsung,10
KMP-05835,global,Kompas,K1,Title,komandan pasukan quds iran asghar bagheri meninggal dalam serangan israel,10
KMP-05836,tekno,Kompas,K1,Title,50 ucapan paskah formal dan profesional sarat makna harapan dan kasih,11
KMP-05837,tekno,Kompas,K1,Title,kru artemis ii bawa kamera nikon lawas ke bulan ini alasannya,11
KMP-05838,money,Kompas,K1,Title,laba bersih citra borneo utama cbut naik 11 5 persen di kuartal i 2026,14
KMP-05839,global,Kompas,K1,Title,membaca selat hormuz menyadari selat kita,6
KMP-05840,tekno,Kompas,K1,Title,paket tri ibadah haji 2026 mulai rp 650 ribu bisa dipakai di 16 negara,14
KMP-05841,bola,Kompas,K1,Title,jadwal malaysia masters 2026 hari pertama 8 wakil indonesia berlaga,10
KMP-05842,global,Kompas,K1,Title,jerman italia tolak bekukan kerja sama uni eropa israel negara lain desak sanksi,13
KMP-05843,tekno,Kompas,K1,Title,ai baru nvidia dlss 5 dikritik dan dijadikan meme jensen huang buka suara,13
KMP-05844,global,Kompas,K1,Title,mengintip tabungan minyak dunia negara mana yang punya cadangan terbesar,10
KMP-05845,global,Kompas,K1,Title,cerita mencekam abk di selat hormuz terjebak hujan bom dan berjuang keluar dari perang,14
KMP-05846,global,Kompas,K1,Title,drone rusia hantam kapal china sehari sebelum putin bertemu xi jinping,11
KMP-05847,bola,Kompas,K1,Title,persik vs persija mauricio souza akui terpukul karena gagal juara,10
KMP-05848,tekno,Kompas,K1,Title,sony rilis ac portabel bisa dipakai di punggung dingin hingga 15 jam,12
KMP-05849,tekno,Kompas,K1,Title,samsung jual hp refurbished resmi harga flagship lebih murah,9
KMP-05850,global,Kompas,K1,Title,warga as ikut tanggung dampak perang marah harga bbm yang meroket,11
KMP-05851,bola,Kompas,K1,Title,hasil barcelona vs real madrid 2 0 blaugrana juara laliga 2025 2026,12
KMP-05852,bola,Kompas,K1,Title,hasil cremonese vs como 1 4 lariani lolos ke liga champions emil audero dkk degradasi,15
KMP-05853,global,Kompas,K1,Title,iran dipaksa menyerah as terus tekan ekonomi dan adu domba,10
KMP-05854,bola,Kompas,K1,Title,arema fc kalah suporter protes tuntut singo edan berbenah,9
KMP-05855,bola,Kompas,K1,Title,jelang piala dunia 2026 arab saudi tunjuk pengganti herve renard,10
KMP-05856,bola,Kompas,K1,Title,komentar direktur eksekutif wolverhampton usai wolves terdegradasi dari liga premier,10
KMP-05857,tekno,Kompas,K1,Title,nintendo gugat as minta uang tarif impor trump dikembalikan,9
KMP-05858,bola,Kompas,K1,Title,pengamat sebut indonesia wajib menang atas thailand di piala asia 2027,11
KMP-05859,global,Kompas,K1,Title,rudal iran tewaskan 3 warga palestina diduga meledak di udara saat serang israel,13
KMP-05860,global,Kompas,K1,Title,cerita di balik perundingan damai 24 jet pakistan kawal delegasi iran tangkal israel,13
KMP-05861,global,Kompas,K1,Title,trump tak sekuat dulu china kini lebih unggul soal isu taiwan,11
KMP-05862,global,Kompas,K1,Title,deadline 60 hari terlewati trump terancam langgar hukum perang as,10
KMP-05863,tekno,Kompas,K1,Title,nvidia suntik rp 5 triliun ke produsen gorilla glass demi jalan tol ai,13
KMP-05864,tekno,Kompas,K1,Title,momen tak biasa di gedung putih melania trump jalan bareng robot,11
KMP-05865,global,Kompas,K1,Title,bahaya ai bagi anak muda studi ungkap chatbot sering membenarkan pengguna,11
KMP-05866,bola,Kompas,K1,Title,final liga champions luis enrique percaya diri psg mampu tumbangkan arsenal,11
KMP-05867,bola,Kompas,K1,Title,berhasil lewati tekanan usai hujan pegolf korea selatan ham jeong woo juara singapore open,14
KMP-05868,global,Kompas,K1,Title,mendadak pentagon batalkan pengiriman brigade lapis baja ke polandia,9
KMP-05869,global,Kompas,K1,Title,lewat selat hormuz harus bayar rp 33 m ini berbagai dampaknya,11
KMP-05870,global,Kompas,K1,Title,taiwan tegaskan tak bisa didekte kekuatan asing sindir trump,9
KMP-05871,tekno,Kompas,K1,Title,smartwatch huawei watch ultimate 2 resmi di indonesia bisa menyelam 150 meter dan kirim pesan di bawah air,18
KMP-05872,bola,Kompas,K1,Title,pemilik chelsea dekati andoni iraola obi mikel jangan berkesperimen,9
KMP-05873,bola,Kompas,K1,Title,arsenal juara setelah tidak kecopetan lagi,6
KMP-05874,tekno,Kompas,K1,Title,fitur anyar whatsapp anggota baru di grup bisa lihat chat lama,11
KMP-05875,bola,Kompas,K1,Title,madura united selamat dari degradasi ini kata achsanul qosasi,9
KMP-05876,bola,Kompas,K1,Title,kata tchouameni usai diganjar denda rp10 miliar oleh real madrid,10
KMP-05877,tekno,Kompas,K1,Title,android 17 bikin upload foto dan video instagram lebih jernih,10
KMP-05878,money,Kompas,K1,Title,purbaya pastikan tak ada tambahan defisit apbn untuk pendanaan kopdes,10
KMP-05879,money,Kompas,K1,Title,bitcoin pizza day 2026 industri kripto ri kian matang dan teregulasi,11
KMP-05880,money,Kompas,K1,Title,bank jakarta fokus jaga kepercayaan usai eks pejabat divonis bebas kasus sritex,12
KMP-05881,tekno,Kompas,K1,Title,jangan malas cabut charger dari stop kontak ini risikonya,9
KMP-05882,global,Kompas,K1,Title,dilema trump usai negosiasi damai as iran gagal,8
KMP-05883,global,Kompas,K1,Title,iran umumkan rute alternatif di selat hormuz jaga jaga ada ranjau laut,12
KMP-05884,tekno,Kompas,K1,Title,ea dapat lisensi piala asia 2027 timnas indonesia hadir di game ea sports fc,14
KMP-05885,money,Kompas,K1,Title,navigasi stabilitas moneter dan emas sebagai pelindung nilai,8
KMP-05886,bola,Kompas,K1,Title,maarten paes cleansheet ajax amsterdam jaga peluang tampil di kompetisi eropa,11
KMP-05887,bola,Kompas,K1,Title,hasil piala uber indonesia vs taiwan 1 0 start memuaskan putri kw,12
KMP-05888,bola,Kompas,K1,Title,hasil drawing piala asia 2027 timnas indonesia segrup dengan jepang,10
KMP-05889,tekno,Kompas,K1,Title,belum setahun dipakai battery health iphone turun drastis ini penyebabnya,10
KMP-05890,global,Kompas,K1,Title,wapres filipina sara duterte menuju pemakzulan dpr nyatakan ada bukti kuat,11
KMP-05891,bola,Kompas,K1,Title,hasil persik vs arema fc 3 2 gol telat walisson maia gagal selamatkan singo edan,15
KMP-05892,bola,Kompas,K1,Title,jadwal siaran langsung malut united vs persebaya di super league 2025 2026,12
KMP-05893,tekno,Kompas,K1,Title,hp lipat honor magic v6 resmi baterai besar dalam bodi tipis,11
KMP-05894,bola,Kompas,K1,Title,hasil arsenal vs atletico 1 0 bukayo saka berharap kisah berakhir manis di budapest,14
KMP-05895,money,Kompas,K1,Title,turunkan potongan ojol prabowo kalau enggak mau jangan usaha di indonesia,11
KMP-05896,money,Kompas,K1,Title,diterpa gejolak global simpanan masyarakat di bank masih tumbuh pada kuartal i 2026,13
KMP-05897,money,Kompas,K1,Title,promo alfamart hari ini soklin diskon capai 40 persen cuma rp 8 900,13
KMP-05898,money,Kompas,K1,Title,iran hadapi inflasi 69 persen tekanan ekonomi kian dalam,9
KMP-05899,tekno,Kompas,K1,Title,di balik kecanggihan ai ada peran penting produsen micin dan dudukan toilet,12
KMP-05900,bola,Kompas,K1,Title,real madrid siapkan paket menarik jika juventus lepas kenan yildiz,10
KMP-05901,tekno,Kompas,K1,Title,tulisan di whatsapp terlalu kecil begini cara mudah memperbesarnya,9
KMP-05902,tekno,Kompas,K1,Title,warga as ramai serukan cancel chatgpt claude salip jadi nomor 1,11
KMP-05903,global,Kompas,K1,Title,situasi memanas trump perintahkan kapal perang as langsung tembak pemasang ranjau laut,12
KMP-05904,bola,Kompas,K1,Title,pelatih jay idzes bawa gaya modern di serie a seperti cesc fabregas,12
KMP-05905,bola,Kompas,K1,Title,man united menang bruno fernandes samai rekor assist di liga inggris,11
KMP-05906,bola,Kompas,K1,Title,dembele siap tempur di final liga champions arsenal harus waspada,10
KMP-05907,money,Kompas,K1,Title,viral video sulit isi solar subsidi pakai fuel card di kaltim ini penjelasan pertamina,14
KMP-05908,tekno,Kompas,K1,Title,2 cara kompres dokumen pdf buat daftar rekrutmen kdmp dan knmp,11
KMP-05909,bola,Kompas,K1,Title,jika mbappe dijual real madrid arsenal akan jadi tempat yang cocok,11
KMP-05910,tekno,Kompas,K1,Title,cucu bos samsung lolos kampus bergengsi hasil jerih payah tak main hp dan game 3 tahun,16
KMP-05911,bola,Kompas,K1,Title,daftar 23 pemain timnas indonesia untuk tc asean championship 2026,10
KMP-05912,global,Kompas,K1,Title,komandan kartel narkoba meksiko ditangkap saat sembunyi di parit,9
KMP-05913,tekno,Kompas,K1,Title,ai com ditawar rp 8 triliun pemiliknya bilang tak akan angkat telepon,12
KMP-05914,tekno,Kompas,K1,Title,kesehatan baterai laptop bisa turun cek berkala dengan cara ini,10
KMP-05915,money,Kompas,K1,Title,perang iran dinilai ubah sistem energi dunia industri migas bersiap hadapi era baru,13
KMP-05916,global,Kompas,K1,Title,dampak perang iran sampai filipina harga bbm selangit sopir jeepney demo,11
KMP-05917,global,Kompas,K1,Title,wabah ebola merebak who pertimbangkan pakai vaksin eksperimental,8
KMP-05918,bola,Kompas,K1,Title,marc marquez akan lewatkan sesi balapan motogp perancis 2026,9
KMP-05919,global,Kompas,K1,Title,penembakan di universitas iowa as lukai beberapa orang pelaku buron,10
KMP-05920,tekno,Kompas,K1,Title,goto bakal setop skema langganan goride hemat untuk driver gojek,10
KMP-05921,bola,Kompas,K1,Title,kobbie mainoo perpanjang kontrak di man united hingga 2031,9
KMP-05922,money,Kompas,K1,Title,bea cukai gagalkan penyelundupan 527 gram emas ke malaysia,9
KMP-05923,money,Kompas,K1,Title,hari ini batas akhir lapor spt 2026 masih bisa tanpa denda ini cara lapor via coretax djp,17
KMP-05924,global,Kompas,K1,Title,trump ngamuk iran disebut masih kuat usai digempur as israel,10
KMP-05925,tekno,Kompas,K1,Title,hp lipat oppo find n6 rilis diklaim tanpa garis lipatan,10
KMP-05926,money,Kompas,K1,Title,survei deloitte ai jadi teman kerja baru milenial dan gen z,11
KMP-05927,bola,Kompas,K1,Title,borneo fc vs malut united kans juara 1 persen pesut etam tak menyerah,13
KMP-05928,tekno,Kompas,K1,Title,ai bikin lowongan entry level makin menyusut fresh graduate harus siap apa,12
KMP-05929,money,Kompas,K1,Title,stok beras pemerintah tembus 5 3 juta ton bulog usul tambahan penyaluran,12
KMP-05930,global,Kompas,K1,Title,tentara unifil perancis tewas diduga ditembak hizbullah,7
KMP-05931,tekno,Kompas,K1,Title,gedung putih dikecam usai pakai killstreak call of duty di video serangan iran,13
KMP-05932,global,Kompas,K1,Title,pipa minyak uea yang jadi alternatif selat hormuz sudah separuh jalan,11
KMP-05933,global,Kompas,K1,Title,pertemuan putin jinping konsolidasi poros moskow beijing merespons gejolak geopolitik global,11
KMP-05934,money,Kompas,K1,Title,ancaman phishing meningkat investor prioritaskan keamanan platform trading,8
KMP-05935,global,Kompas,K1,Title,bukan cuma trump siapa saja target penembakan jamuan malam gedung putih,11
KMP-05936,global,Kompas,K1,Title,pakistan masih tunggu as iran datang warga mulai kesal,9
KMP-05937,tekno,Kompas,K1,Title,samsung galaxy a16 5g ponsel android terlaris 2025,8
KMP-05938,bola,Kompas,K1,Title,hasil barcelona vs real betis 3 1 raphinha sumbang dua gol,11
KMP-05939,tekno,Kompas,K1,Title,siaga ai taylor swift ajukan suara dan foto ikonik jadi merek dagang,12
KMP-05940,global,Kompas,K1,Title,kasad as didepak tiba tiba menhan as bersih bersih militer saat perang iran,13
KMP-05941,money,Kompas,K1,Title,bahlil rombak 19 pejabat esdm ditjen ebtke dan minerba paling banyak,11
KMP-05942,bola,Kompas,K1,Title,reaksi bojan hodak usai borneo fc gusur persib dari puncak klasemen,11
KMP-05943,global,Kompas,K1,Title,israel lebanon segera berunding damai di washington menlu as hadir,10
KMP-05944,money,Kompas,K1,Title,peredaran uang palsu turun bi rupiah makin sulit dipalsukan,9
KMP-05945,tekno,Kompas,K1,Title,ai claude mythos bocor saham perusahaan cyber security rontok,9
KMP-05946,tekno,Kompas,K1,Title,modena rilis timbangan digital canggih bisa baca komposisi badan,9
KMP-05947,tekno,Kompas,K1,Title,samsung klaim galaxy watch bisa deteksi dini pingsan akurasi hingga 84 persen,12
KMP-05948,bola,Kompas,K1,Title,link live streaming dan prakiraan line up brighton vs man united,11
KMP-05949,tekno,Kompas,K1,Title,momen viral elon musk saat ke china bareng trump bawa anak hingga selfie dengan bos xiaomi,16
KMP-05950,tekno,Kompas,K1,Title,robot china kalahkan 12 000 pelari manusia di half marathon,10
KMP-05951,tekno,Kompas,K1,Title,komdigi layangkan panggilan kedua pada meta dan google terkait pp tunas,11
KMP-05952,global,Kompas,K1,Title,iran sebut as pontang panting ingin keluar perang demi selamatkan muka,11
KMP-05953,global,Kompas,K1,Title,menlu iran disebut berangkat ke pakistan perundingan dengan as terwujud,10
KMP-05954,global,Kompas,K1,Title,jelang berakhirnya gencatan senjata iran ancam kartu baru di medan perang,11
KMP-05955,global,Kompas,K1,Title,trump ngamuk usai jerman sebut as dipermalukan iran,8
KMP-05956,global,Kompas,K1,Title,trump ancam serang keras iran bawa teheran ke zaman batu,10
KMP-05957,bola,Kompas,K1,Title,arbeloa pilih cabut dari real madrid ogah bantu jose mourinho,10
KMP-05958,tekno,Kompas,K1,Title,registrasi sim biometrik mulai jalan telkomsel jamin keamanan data wajah pelanggan,11
KMP-05959,bola,Kompas,K1,Title,hasil arema fc vs psm makassar 3 0 singo edan ngamuk trio brasil kompak cetak gol,16
KMP-05960,tekno,Kompas,K1,Title,samsung galaxy s26 ultra akhirnya bisa fast charging 60 watt,10
KMP-05961,global,Kompas,K1,Title,trump tunda serangan besar ke iran turuti permintaan negara teluk,10
KMP-05962,global,Kompas,K1,Title,dokumen pentagon ungkap rencana as hukum nato spanyol ikut kena,10
KMP-05963,bola,Kompas,K1,Title,beckham tak bisa berkata kata ingin pertahankan tradisi juara persib,10
KMP-05964,bola,Kompas,K1,Title,atletico madrid vs arsenal mikel arteta tak ingin lewati kesempatan kedua,11
KMP-05965,tekno,Kompas,K1,Title,mantan rekan kerja bongkar sisi gelap bos chatgpt,8
KMP-05966,bola,Kompas,K1,Title,jakarta pertamina enduro juara proliga 2026 bukti konsistensi dukungan pertamina dan keseriusan pemain,13
KMP-05967,global,Kompas,K1,Title,perancis luncurkan program makan siang murah untuk mahasiswa,8
KMP-05968,global,Kompas,K1,Title,iran ternyata sita kapal china di selat hormuz saat ktt trump xi ada apa,14
KMP-05969,global,Kompas,K1,Title,bukan f 35 jet tempur as yang jatuh di iran adalah f 15,13
KMP-05970,money,Kompas,K1,Title,vktr rombak direksi ini susunan lengkapnya,6
KMP-05971,tekno,Kompas,K1,Title,trio samsung s26 jadi galaxy ai phone generasi ketiga ini 10 fitur barunya,13
KMP-05972,global,Kompas,K1,Title,iran semakin menguasai selat hormuz sudah siapkan rencana khusus,9
KMP-05973,global,Kompas,K1,Title,daftar negara paling bahagia di dunia 2026 indonesia peringkat 87,10
KMP-05974,global,Kompas,K1,Title,trump ngotot tuduh iran punya senjata nuklir padahal faktanya beda,10
KMP-05975,bola,Kompas,K1,Title,pertamina mandalika racing series 2026 sukses digelar dukung motorsport dan pembalap muda indonesia,13
KMP-05976,money,Kompas,K1,Title,harga minyak turun usai iran ajukan proposal damai ke as,10
KMP-05977,tekno,Kompas,K1,Title,studi cambridge mainan ai untuk anak justru bisa ganggu perkembangan,10
KMP-05978,money,Kompas,K1,Title,bisnis asuransi umum melaju askrindo catat premi rp 1 16 triliun per kuartal i 2026,15
KMP-05979,bola,Kompas,K1,Title,erling haaland sabet sepatu emas premier league 2025 2026,9
KMP-05980,money,Kompas,K1,Title,gen z makin aktif trading fitur ai real time jadi andalan,11
KMP-05981,global,Kompas,K1,Title,bermusuhan puluhan tahun kim jong un mendadak puji korsel imbas aksi presiden,12
KMP-05982,global,Kompas,K1,Title,cerita pengemudi bebas panik di jalan tol 3 500 cctv dalam satu genggaman,13
KMP-05983,global,Kompas,K1,Title,iran disebut tak ingin negosiasi soal nuklir ngotot kendalikan selat hormuz,11
KMP-05984,tekno,Kompas,K1,Title,viral gambar how i treat chatgpt di tiktok begini cara bikinnya,11
KMP-05985,global,Kompas,K1,Title,10 kapal global sumud flotilla lolos dan berlayar ke gaza 41 ditahan israel,13
KMP-05986,money,Kompas,K1,Title,rupiah melemah ke level rp 17 414 per dollar as ini biang keroknya,13
KMP-05987,tekno,Kompas,K1,Title,kode verifikasi whatsapp tidak muncul jangan panik ikuti langkah ini,10
KMP-05988,tekno,Kompas,K1,Title,sony setop jual kartu memori sd card dan cfexpress gara gara ai,12
KMP-05989,tekno,Kompas,K1,Title,jadwal mpl s17 minggu 19 april peluang team liquid dan rrq naik klasemen,13
KMP-05990,money,Kompas,K1,Title,bursa eropa menghijau pasar pantau trump dan xi jinping,9
KMP-05991,global,Kompas,K1,Title,pesawat gagal terbang karena keberatan 5 penumpang harus turun,9
KMP-05992,tekno,Kompas,K1,Title,harga hp xiaomi rp 2 juta rp 4 jutaan redmi note 15 salah satunya,14
KMP-05993,global,Kompas,K1,Title,mantan pm israel bongkar borok pemerintahan netanyahu pesimistis menang perang,10
KMP-05994,global,Kompas,K1,Title,geram dibombardir uea desak iran bayar ganti rugi,8
KMP-05995,bola,Kompas,K1,Title,persebaya vs persik tavares waspada euforia jelang derbi jatim,9
KMP-05996,tekno,Kompas,K1,Title,one ui 8 5 versi stabil mulai dirilis galaxy s25 hingga s24 kebagian duluan,14
KMP-05997,tekno,Kompas,K1,Title,50 link download poster ramadhan 2026 tema lucu buat anak sd dan tk,13
KMP-05998,money,Kompas,K1,Title,dewas danantara buka bukaan soal prabowo minta jumlah bumn dipangkas drastis,11
KMP-05999,bola,Kompas,K1,Title,zanetti ikut berkomentar soal nico paz fabregas beri respons menohok,10
KMP-06000,global,Kompas,K1,Title,jepang dekati ri filipina untuk lawan china tawarkan armada kelas nato,11
KMP-06001,bola,Kompas,K1,Title,hasil bali united vs malut united 4 1 pesta gol serdadu tridatu,12
KMP-06002,bola,Kompas,K1,Title,manchester united terdepan untuk amankan ederson dari atalanta,8
KMP-06003,money,Kompas,K1,Title,menurut analis ini alasan saham favorit investor dicoret dari indeks msci,11
KMP-06004,global,Kompas,K1,Title,wanita tuli diusir dari pesawat karena tak dengarkan instruksi pramugari,10
KMP-06005,tekno,Kompas,K1,Title,apple tutup celah iphone yang diduga dipakai fbi baca pesan,10
KMP-06006,tekno,Kompas,K1,Title,notifikasi whatsapp sering tidak muncul di hp cek pengaturan ini,10
KMP-06007,money,Kompas,K1,Title,deretan emiten tebar dividen mei 2026 dari isat hingga arci,10
KMP-06008,money,Kompas,K1,Title,prabowo ingin indonesia tentukan sendiri harga cpo emas dan nikel,10
KMP-06009,money,Kompas,K1,Title,djp tegaskan tak ada lagi perpanjangan pelaporan spt pph orang pribadi,11
KMP-06010,tekno,Kompas,K1,Title,iphone 17 versi murah rilis bulan ini dan bawa 4 upgrade penting,12
KMP-06011,tekno,Kompas,K1,Title,apa itu product active failed di microsoft word begini penyebab dan cara mengatasinya,13
KMP-06012,money,Kompas,K1,Title,investor serbu aset safe haven emas melonjak 74 persen pada kuartal i 2026,13
KMP-06013,tekno,Kompas,K1,Title,honor x7d tawarkan storage 512 gb dan kamera 108 mp dijual rp 4 4 juta di indonesia,17
KMP-06014,bola,Kompas,K1,Title,thomas tuchel bahas alasan menyertakan ivan toney ke skuad inggris,10
KMP-06015,money,Kompas,K1,Title,tabel kur bri mei 2026 pinjaman rp 20 juta angsuran mulai rp 396 ribuan,14
KMP-06016,global,Kompas,K1,Title,membedah surat terbuka pezeshkian ketika iran gugat logika america first donald trump,12
KMP-06017,tekno,Kompas,K1,Title,bos teknologi kompak minggat dari silicon valley ini penyebabnya,9
KMP-06018,tekno,Kompas,K1,Title,elon musk jadi manusia pertama di dunia dengan kekayaan rp 14 000 triliun,13
KMP-06019,global,Kompas,K1,Title,hidrogen putih perburuan harta karun energi masa depan,8
KMP-06020,money,Kompas,K1,Title,ihsg hari ini dibuka melemah ke level 6 763 94,10
KMP-06021,tekno,Kompas,K1,Title,spesifikasi dan harga redmi pad 2 4g di indonesia mulai rp 3 jutaan,13
KMP-06022,global,Kompas,K1,Title,mojtaba khamenei disebut luka parah di wajah kaki masih ikut rapat,11
KMP-06023,global,Kompas,K1,Title,as minta bantuan pbb untuk buka selat hormuz sebut iran ancam ekonomi dunia,13
KMP-06024,bola,Kompas,K1,Title,bayern muenchen vs psg matthaeus yakin die roten bisa comeback,10
KMP-06025,global,Kompas,K1,Title,antisipasi krisis global china tancap gas jadikan hidrogen senjata ketahanan energi,11
KMP-06026,global,Kompas,K1,Title,terinspirasi gencatan senjata as iran ukraina desak washington tekan rusia,10
KMP-06027,tekno,Kompas,K1,Title,daftar model ai dengan iq paling tinggi grok paling atas,10
KMP-06028,money,Kompas,K1,Title,cek tagihan listrik online tanpa tunggu awal bulan begini cara hitung estimasinya dari hp,14
KMP-06029,money,Kompas,K1,Title,bisnis paylater tumbuh cepat kredit macet jadi ancaman,8
KMP-06030,bola,Kompas,K1,Title,man united adakan pembicaraan untuk gaet sandro tonali dari newcastle,10
KMP-06031,bola,Kompas,K1,Title,tarik muharemovic disebut sepakat gabung inter milan jay idzes kehilangan tandem di sassuolo,13
KMP-06032,tekno,Kompas,K1,Title,elon musk blak blakan soal hp starlink,7
KMP-06033,tekno,Kompas,K1,Title,serangan pada api berbasis ai makin marak perusahaan bisa rugi besar,11
KMP-06034,global,Kompas,K1,Title,berkaca krisis minyak 1970 an apakah kali ini lebih buruk,10
KMP-06035,global,Kompas,K1,Title,hubungan trump starmer rusak parah akibat perang mustahil diperbaiki,9
KMP-06036,global,Kompas,K1,Title,populer global strategi lepas tangan trump jepang berpaling ke indonesia,10
KMP-06037,bola,Kompas,K1,Title,rating jay idzes usai hasil fiorentina vs sassuolo 0 0,10
