document_id,category,dataset,scenario_code,scenario_name,component_signature,uses_yake,includes_content,yake_comparison_role,comparison_group,text,word_count,separator_count,split
KMP-01059,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,rupiah anjlok analis sarankan sarankan ini kepada pemerintah,8,0,train
KMP-04874,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,iran kirim proposal baru ke as via pakistan aktifkan pertahanan udara,11,0,test
KMP-07743,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,qris livin by mandiri kini bisa dipakai di china transaksi tanpa tukar uang,13,0,train
KMP-09526,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,el nino ancam sawah sukoharjo mentan amran andalkan pompanisasi,9,0,train
KMP-03955,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jelang semifinal piala uber 2026 ini rekam jejak tim korea selatan,11,0,train
KMP-02438,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,iran ajukan proposal baru ke as selat hormuz masih ditutup,10,0,train
KMP-01341,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,legislator cegah penyalahgunaan pengelolaan dana desa harus transparan,8,0,train
KMP-06101,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jadwal osasuna vs barcelona raphinha kembali,6,0,train
KMP-05275,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,legenda persebaya ibnu grahan dan kenangan lawan ac milan,9,0,train
KMP-07846,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,mantan klub jay idzes kembali ke serie a setelah hanya setahun,11,0,test
KMP-02499,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jadwal krl jogja solo hari ini 2 mei 2026 lengkap dari tugu ke palur,14,0,train
KMP-04973,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,as tarik kapal induk terbesar dunia dari perang iran pulang usai 300 hari,13,0,validation
KMP-07410,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jadwal krl solo jogja hari ini 2 mei 2026 lengkap dari palur ke tugu,14,0,train
KMP-06334,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,persebaya vs psbs biak bajul ijo tak mau remehkan juru kunci,11,0,train
KMP-00973,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jadwal semifinal piala uber 2026 hari ini indonesia vs korea selatan china vs jepang,14,0,train
KMP-02933,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,whatsapp versi berbayar mulai disebar ini yang didapat pengguna,9,0,train
KMP-04241,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,perkuat tkdn skk migas dorong penggunaan pompa industri lokal,9,0,validation
KMP-01023,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jadwal siaran langsung persebaya vs psbs biak hari ini tayang di mana,12,0,train
KMP-02003,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,arsenal vs fulham arteta minta the gunners tunjukkan rasa lapar,10,0,train
KMP-04026,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,rekor mengerikan kapten jay idzes di sassuolo jadi ancaman serius ac milan,12,0,test
KMP-08599,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,populer global rakyat as jenuh perang piala oscar dari film tentang putin hilang di bandara as,16,0,train
KMP-07854,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,prakiraan line up como vs napoli di liga italia,9,0,train
KMP-09762,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tabel kur bri 2026 pinjaman rp 1 juta rp 100 juta cek cicilan terbaru mei 2026,16,0,validation
KMP-03269,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,komputer nvidia tak laku dibeli elon musk dan revolusi ai dimulai,11,0,validation
KMP-08335,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,dua tim serie a sudah degradasi nasib klub emil audero masih tergantung,12,0,train
KMP-00892,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,trump tak puas dengan proposal baru iran kembali tebar ancaman,10,0,train
KMP-05976,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,harga minyak turun usai iran ajukan proposal damai ke as,10,0,train
KMP-05030,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,iran diizinkan trump main di piala dunia 2026 minta jaminan fifa,11,0,validation
KMP-02085,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kiper veteran timnas meksiko guillermo ochoa umumkan pensiun usai piala dunia 2026,12,0,train
KMP-09601,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,persebaya vs psbs biak bajul ijo fokus 90 menit demi papan atas,12,0,test
KMP-03196,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jalin transaksi dengan iran as bakal hukum terminal minyak china,10,0,train
KMP-09718,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bahasa yang membakar orasi trump indonesia dan perebutan makna di era digital,12,0,train
KMP-09852,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,michael carrick buka resep maksimalkan kobbie mainoo di man united,10,0,train
KMP-01162,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,venezia promosi ke serie a jay idzes siap bersua mantan klub,11,0,test
KMP-05824,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,20 tahun google translate skala terjemahannya setara 12 000 tahun bacaan,11,0,train
KMP-02762,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,daftar kereta ekonomi new generation mei 2026 kursi sudah rebahan cek rute lengkapnya,13,0,train
KMP-01907,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,resmi as tarik 5 000 tentara dari jerman perseteruan memuncak,10,0,train
KMP-05904,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,pelatih jay idzes bawa gaya modern di serie a seperti cesc fabregas,12,0,train
KMP-00408,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,ihsg anjlok 2 42 persen pekan ini kapitalisasi pasar turun jadi rp 12 738 t,15,0,test
KMP-00961,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,man united vs liverpool momen pembuktian arne slot,8,0,train
KMP-01309,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,trump klaim perang iran sudah berakhir siasat akali undang undang as,11,0,train
KMP-02746,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jelang arsenal vs fulham arteta singgung psg dan bayern muenchen,10,0,train
KMP-00664,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,sassuolo vs ac milan jay idzes siap adang rossoneri berardi jadi kunci,12,0,train
KMP-09712,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bisnis ai claude makin kencang ini sebabnya,7,0,validation
KMP-04672,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,man united vs liverpool slot ungkap kondisi terbaru mo salah,10,0,train
KMP-02793,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,didekati barcelona joao pedro dipastikan tidak dijual oleh chelsea,9,0,train
KMP-03824,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,update harga iphone 16 hari ini 2 mei 2026 stabil sejak pekan lalu,13,0,test
KMP-08028,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,daftar ka go show dari solo mei 2026 terbaru harga mulai rp 70 000 ini rute lengkapnya,17,0,train
KMP-00942,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,line up semifinal piala uber 2026 indonesia vs korea selatan,10,0,train
KMP-02369,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,harga emas pegadaian hari ini 2 mei 2026 galeri 24 dan ubs turun,13,0,train
KMP-09836,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,50 link twibbon hari pendidikan nasional 2026 gratis dan langsung bisa dipakai,12,0,validation
KMP-01449,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,harga emas antam di pegadaian 2 mei 2026 naik cek rinciannya,11,0,train
KMP-00125,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kirim surat trump jelaskan alasan tak libatkan kongres dalam perang iran,11,0,test
KMP-08290,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,legislator minta audit coretax usai gangguan jelang deadline spt,9,0,train
KMP-00667,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,harga emas dunia turun tipis ketegangan as iran bayangi pasar,10,0,train
KMP-04191,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kasus paspor dean james bisa picu pengulangan 133 laga liga belanda,11,0,train
KMP-05095,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,harga emas antam hari ini 2 mei turun wajib tahu sebelum beli,12,0,train
KMP-03404,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,cek harga pertamax turbo hari ini 2 mei 2026 di spbu seluruh indonesia,13,0,train
KMP-09042,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,emas masih diburu permintaan global naik di tengah harga tinggi,10,0,train
KMP-07702,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,skenario inter raih scudetto dan syarat ac milan lolos liga champions,11,0,train
KMP-00281,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,8 tim mahasiswa lolos final genera z berbakti 2026 dari bca akan dinilai nicholas saputra hingga cinta laura,18,0,train
KMP-04317,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,carrick beberkan perasaan semua orang di mu usai mainoo perpanjang kontrak,11,0,train
KMP-06245,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tiongkok bangun lebih 30 ribu koperasi setahun quo vadis,9,0,train
KMP-00562,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tak cuma upah kesejahteraan buruh bisa naik lewat ini,9,0,train
KMP-02413,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,peruri e meterai jadi solusi dokumen rekrutmen digital,8,0,train
KMP-01150,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,saham induk google melonjak 34 persen dalam sebulan tertinggi sejak 2004,11,0,train
KMP-07567,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bhayangkara fc laporkan marc klok ke komdis pssi atas dugaan rasisme,11,0,train
KMP-08878,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,trump tak puas dengan proposal iran negosiasi konflik masih buntu,10,0,train
KMP-09340,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,gelombang phk dan tantangan struktural ketenagakerjaan,6,0,validation
KMP-03553,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,trump naikkan tarif impor mobil eropa jadi 25 persen hubungan makin renggang,12,0,train
KMP-06875,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,waspada slow financial suicide kesalahan kecil yang bisa hancurkan keuangan,10,0,train
KMP-00331,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,pebalap indonesia sean gelael punya modal bagus jelang race gtwca mandalika,11,0,train
KMP-08765,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,usai kecelakaan stasiun bekasi timur 99 persen operasional ka jarak jauh tepat waktu,13,0,train
KMP-02408,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tampil starter usai cedera marselino ferdinan antar as trencin b menang telak,12,0,test
KMP-09754,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jadwal siaran langsung piala uber 2026 indonesia vs korea selatan,10,0,test
KMP-05534,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,momen comeback marselino ferdinan saat bantu as trencin b menang telak,11,0,train
KMP-09226,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,prakiraan line up arsenal vs fulham di liga inggris,9,0,validation
KMP-07210,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,as setujui penjualan senjata rp 146 triliun ke negara teluk,10,0,validation
KMP-08058,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,perempuan dominasi umkm kunci sukses ada di perencanaan keuangan,9,0,train
KMP-09025,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,prakiraan line up osasuna vs barcelona di liga spanyol,9,0,test
KMP-06973,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,frenkie de jong raphinha dan marc bernal berisiko absen lawan real madrid,12,0,train
KMP-02530,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,persebaya vs psbs biak bernardo tavares ungkap satu kelemahan toni firmansyah,11,0,train
KMP-06622,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,cara mengetahui nik ktp dipakai pinjol atau tidak cukup lewat ponsel,11,0,train
KMP-01985,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kisah haru di balik selebrasi ole romeny jadi sumber kekuatan fans saat kehilangan ayah,14,0,train
KMP-07468,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,di natale sebut como luar biasa yakin lebih subur bersama fabregas,11,0,train
KMP-04327,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,program 3 juta rumah pemerintah subsidi cicilan rp 600 ribu per bulan,12,0,train
KMP-08683,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,komentar layvin kurzawa usai persib bandung kembali ke puncak klasemen,10,0,train
KMP-08825,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tenangkan spanyol jelang piala dunia 2026 flick bagikan kabar lamine yamal,11,0,validation
KMP-06080,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,qris jadi kunci usaha mikro dan kecil naik kelas di era digital,12,0,train
KMP-07996,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,link live streaming persebaya vs psbs biak di super league 2025 2026,12,0,train
KMP-05276,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,krisis mengintai pm singapura janji tak biarkan warganya jatuh,9,0,train
KMP-07270,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,buntut prank damkar indosaku putus mitra dan afpi blacklist jasa penagihan,11,0,test
KMP-05591,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,krisis timnas malaysia ultras resmi umumkan boikot dan layangkan tiga tuntutan,11,0,train
KMP-04333,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,iran disebut melunak siap lanjutkan perundingan dengan as pekan depan,10,0,test
KMP-03267,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,cek harga dexlite hari ini 2 mei 2026 di spbu seluruh indonesia,12,0,train
KMP-09219,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,mau ke mana sebenarnya amerika dan iran,7,0,train
KMP-09825,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,link live streaming semifinal piala uber 2026 indonesia vs korea selatan,11,0,validation
KMP-03582,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kongres kantongi bukti pelanggaran wapres filipina di ambang pemakzulan,9,0,validation
KMP-04286,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,penumpang whoosh tembus 21 900 saat libur panjang tiket pagi sore ludes,12,0,train
KMP-06796,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,transfer bernardo silva ke barcelona diklaim capai 80 persen,9,0,train
KMP-03959,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,emiten pertamina dinilai tahan tekanan pasar modal di kuartal i 2026,11,0,train
KMP-03531,tekno,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,coba pengaturan ini biar bisa lihat story instagram tanpa ketahuan,10,0,train
KMP-06969,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,medco energi medc raup laba rp 1 16 triliun ditopang harga minyak,12,0,train
KMP-04056,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,marc klok bantah tuduhan rasisme bhayangkara fc tuntut permintaan maaf,10,0,train
KMP-09350,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,ceballos disebut tak akan lagi bermain untuk real madrid era arbeloa,11,0,train
KMP-07769,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,gelar right issue pyridam farma pyfa jajaki potensi ekspansi dan akuisisi,11,0,train
KMP-07425,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hgii catat laba rp 5 83 miliar tumbuh 55 persen berkat efektivitas strategi,13,0,train
KMP-03546,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,marc klok tepis isu rasialisme selalu junjung tinggi rasa hormat,10,0,train
KMP-09593,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,warga as marah besar harga bensin naik tertinggi caci maki trump,11,0,test
KMP-00495,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,ansyari lubis instruksikan pss sleman tampil all out lawan psis semarang,11,0,train
KMP-08759,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,usulan legalisasi rokok ilegal berpotensi picu phk massal,8,0,train
KMP-05042,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,ini kronologi tuduhan rasisme ke doumbia versi marc klok,9,0,train
KMP-06398,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hasil piala uber indonesia vs korsel 0 1 putri kw ditekuk an se young,14,0,validation
KMP-09800,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kenaikan harga bbm vivo mei 2026 diesel primus jadi rp 30 890,12,0,validation
KMP-08595,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,militer iran sebut as kemungkinan besar akan menyerang lagi,9,0,train
KMP-06848,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bastoni dibanderol rp 1 2 triliun oleh inter barcelona beralih ke romero,12,0,train
KMP-08786,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,harga bbm di spbu vivo naik diesel primus kini rp 30 890 per liter,14,0,test
KMP-06685,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,sikap persib atas tuduhan rasisme kepada marc klok oleh bhayangkara fc,11,0,test
KMP-08184,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,daftar 10 orang terkaya indonesia mei 2026 prajogo pangestu teratas,10,0,train
KMP-05569,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,tekanan global meningkat pemerintah andalkan industri manufaktur,7,0,train
KMP-08162,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bitcoin melonjak 12 7 persen pada april 2026 namun rentan koreksi,11,0,train
KMP-04634,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,china bikin kereta ekspres khusus durian bisa bawa 200 000 ton dari thailand,13,0,train
KMP-04135,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,lowongan kerja btn mei 2026 dibuka simak syarat dan cara daftarnya,11,0,train
KMP-01262,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hasil persebaya vs psbs 4 0 raickovic dan rivera kompak cetak dwigol,12,0,train
KMP-09007,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,ipswich town selangkah lagi ke premier league peran elkan baggott masih minim,12,0,train
KMP-02931,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hasil piala uber indonesia vs korsel 0 2 ana tiwi menyerah tiga gim,13,0,train
KMP-00963,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,di natale lewandowski masih bisa bersinar di italia dengan sebatang cerutu di mulutnya,13,0,test
KMP-08877,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,link live streaming malut united vs persis di super league 2025 2026,12,0,test
KMP-05451,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,garudayaksa pastikan tiket promosi ke super league adhyaksa fc playoff,10,0,test
KMP-08798,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kado may day prabowo ratifikasi konvensi ilo 188 perlindungan nelayan diperkuat,11,0,train
KMP-04606,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,galatasaray mundur dari perburuan douglas luiz juventus kesulitan cari pembeli,10,0,train
KMP-09139,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,respons arteta soal peluang arsenal raih trofi premier league dan liga champions,12,0,validation
KMP-02949,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bahlil dunia tak pasti ri pilih jalan sendiri jaga ketahanan energi,11,0,train
KMP-08314,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,iapi siapkan ekosistem asurans keberlanjutan dukung regulasi ojk,8,0,train
KMP-00820,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hasil piala uber indonesia vs korsel 1 2 thalita berikan harapan,11,0,train
KMP-00333,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,susunan pemain malut united vs persis solo gustavo franca kembali,10,0,train
KMP-02353,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jadwal one way jalur puncak saat libur panjang may day 2026,11,0,validation
KMP-01325,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,reaksi layvin kurzawa usai marc klok diklaim rasis oleh bhayangkara fc,11,0,train
KMP-02190,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,klasemen akhir grup 1 championship 2025 2026 garudayaksa promosi persekat playoff degradasi,12,0,validation
KMP-02401,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jadwal man united vs liverpool slot santai hadapi kritik dan tekanan,11,0,train
KMP-08415,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bahlil eropa kembali ke batu bara ri diminta pasok 20 juta ton,12,0,train
KMP-05349,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kami seperti bajak laut di selat hormuz ambil minyak ambil kargo,11,0,validation
KMP-07808,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,sean gelael naik podium ketiga race 1 gtwca di sirkuit mandalika,11,0,train
KMP-07294,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,kongres parlemen gsf 2026 cetuskan deklarasi brussels delegasi indonesia desak dunia bertindak untuk palestina,14,0,train
KMP-04016,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,persik vs arema fc tanpa suporter motivasi ekstra telmo castanheira untuk menang,12,0,train
KMP-09398,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,driver ojol ragu aplikator berikan potongan komisi 8 persen,9,0,train
KMP-04780,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,man united vs liverpool liverpool sulit gantikan sosok mo salah,10,0,train
KMP-01943,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,legislator soroti strategi pemerintah redam dampak kenaikan harga energi,9,0,train
KMP-06625,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,duel malut united vs persis solo tertunda karena hujan dan petir,11,0,train
KMP-09015,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,bahlil siapkan jurus insentif dan cabut konsesi untuk dongkrak lifting minyak,11,0,test
KMP-04620,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,rekap hasil piala uber indonesia vs korsel 1 3 merah putih perunggu,12,0,test
KMP-05204,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,fauzi arfan nahkodai aasi siap perkuat industri asuransi syariah,9,0,train
KMP-00873,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,komentar bijak mikel arteta soal kritik yang ditujukan kepadanya dan arsenal,11,0,train
KMP-08569,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,marc casado bisa jadi tumbal kedatangan bernardo silva dari man city,11,0,train
KMP-00528,money,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,indonesia kena sorotan hki as masuk daftar pengawasan prioritas 2026,10,0,validation
KMP-00346,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,pembelaan sang ibu bagi marc klok soal tudingan rasisme dari bhayangkara fc,12,0,train
KMP-09184,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,link live streaming arsenal vs fulham di liga inggris 2025 2026,11,0,train
KMP-09131,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,man united vs liverpool carrick targetkan kemenangan ganda,8,0,validation
KMP-01860,global,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,toko buku tanpa buku hadir perdana di new york seperti apa,11,0,train
KMP-02219,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jean mota semakin pede usai sumbang 1 gol dan 2 assist di laga persija vs persis,16,0,validation
KMP-07162,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,rekor sempurna thalita di balik raihan medali perunggu piala uber 2026,11,0,train
KMP-08144,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,pesta gol di gbt persebaya tunjukkan karakter usai turun minum,10,0,train
KMP-02188,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,ipswich town promosi ke premier league elkan baggott berpeluang catat sejarah,11,0,train
KMP-00693,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,hasil malut united vs persis solo 5 2 david da silva hattrick laskar kie raha menang besar,17,0,train
KMP-03162,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,klasemen super league 2025 2026 psbs biak degradasi,8,0,train
KMP-00533,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,jadwal sassuolo vs ac milan rossoneri bidik tiket liga champions,10,0,train
KMP-05239,bola,Kompas,K1,Title,title_preprocessed,False,False,not_applicable,representation_ablation,ucapan widodo c putro usai bawa garudayaksa fc promosi,9,0,train
